File Name,Title,Body
360009968654.html,Fees for Young Scholars,"<h1>Fees for Young Scholars</h1><p>For high school students, the non-refundable registration fee of $155 for taking UCSB courses through Open University is <span class=wysiwyg-underline><strong>WAIVED</strong></span>.</p><p><span><span class=wysiwyg-underline><strong>In addition</strong></span>,&nbsp;children of eligible faculty and staff will receive a 15% discount. (as defined by UCSB for employee benefits).&nbsp;</span><span>Discounts must be requested at the time of enrollment (a copy of the staff ID card must accompany the enrollment), and will not be applied retroactively.&nbsp;</span></p><p>All other per unit fees and deadlines are listed <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/218160918-Open-University-Calendar-Fees-and-Major-Deadlines>here</a>.</p><p>&nbsp;</p>"
8696148377235.html,ECON X499.1 can be substituted with ECON 134A,"<h1>ECON X499.1 can be substituted with ECON 134A</h1><p>Once your final grade is posted in GOLD, please email us at <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/help@professional.ucsb.edu rel=undefined target=_self>help@professional.ucsb.edu&nbsp;</a>to inform us that you would like to substitute ECON 134A for ECON X499.1. Please attach an unofficial transcript to your request so we can verify your final grade. Please note that you must receive a grade of ""C"" or better in order for the course to be eligible for this substitution.</p><p>&nbsp;</p>"
218002467.html,How do I enroll in a Professional Certificate Program?,"<h1>How do I enroll in a Professional Certificate Program?</h1><p>To enroll in a Professional Certificate Program, begin by clicking the ""Apply Now"" button, which is located on the top right of each certificate page. This link takes you to the application where you create a student profile and pay the application fee. If you meet the program prerequisites you will receive a letter of acceptance by e-mail. (If you chose to apply <em>after</em>&nbsp;you have enrolled and/or completed courses, you will need to log in to your current student profile, add the application to your cart, and pay the fee.)</p>"
10316251260691.html,Why Big Interview?,"<h1>Why Big Interview?</h1><p><span style=""font-weight: 400;"">Whether you are going on your very first interview or you are an experienced interviewee, Big Interview is available 24/7 to provide a self-guided journey through must-know questions and 1000+ industry-specific questions.</span></p><ul><li><span style=""font-weight: 400;""></span><strong>Practice Out Loud with Expert Advice</strong><span style=""font-weight: 400;""> - One of the best secrets to interview success is to verbalize your answers before your big day. Candidates who practice out loud are more likely to speak in a clear and coherent format when it is time to talk about your experiences, skills, knowledge, interests, and goals.</span></li><li><span style=""font-weight: 400;""></span><strong>Prepare for Common Questions and Specialized Questions</strong><span style=""font-weight: 400;""> - Get yourself ready to answer the most commonly asked questions and the more targeted questions for interviews in a range of fields and industries.</span></li><li><span style=""font-weight: 400;""></span><strong>Become Comfortable with Any Interview Format </strong><span style=""font-weight: 400;"">- Learn how to land the job with Big Interview's powerful video tutorials and interview practice software for virtual, phone, and in-person interviews.</span></li><li><span style=""font-weight: 400;""></span><strong>Develop Your STARS Stories</strong><span style=""font-weight: 400;""> - Use the virtual platform to create, enhance, and save your best career stories in Situation-Task-Action-Result-So What? format to help you provide strong examples.</span></li></ul><p><span style=""font-weight: 400;"">â€¢</span><strong>Choose From Two Learning Tracks</strong><span style=""font-weight: 400;""> - Big Interview gives you both Fast Track and Mastery Track systems of lessons and virtual interview practice. </span></p>"
360041441674.html,Questions/Answers for your program,"<h1>Questions/Answers for your program</h1><p>For more information please contact your organization as follow:</p><ul><li>&nbsp;<em style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""><strong>The Santa Barbara County Education Office</strong> </em><span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;"">(SBCEO) Preliminary Administrative Services Credential (PASC) - Dr. Letitia T. Bradley at <a href=lbradley@sbceo.org target=_self>lbradley@sbceo.org</a></span></li><li><em><strong>Santa Barbara Unified School District</strong></em> Introduction to Gifted Education&nbsp; - <a href=srobertson@sbunified.org target=_self>srobertson@sbunified.org</a>; www.sbunified.org/gate; 805.335.3692</li><li><em><strong>Las Virgenes Unified School District</strong>&nbsp;</em>Preliminary Administrative Services Credential (PASC) program - Ryan Gleason at <a href=mailto:rgleason@lvusd.org>rgleason@lvusd.org</a></li><li><strong><em>Las Virgenes Unified School District (PASC)</em>&nbsp;</strong>- Ashley Wenter at <a href=awenter@lvusd.org target=_self>awenter@lvusd.org</a></li><li><strong><em>Las Virgenes Unified School District</em>&nbsp;</strong>Teacher Induction Program Continuing Education Units (TIP) Continuing Education Units - Center&nbsp; EdX at (818) 878-5251 or email <a href=centeredx@lvusd.org target=_self>centeredx@lvusd.org</a></li><li><em><strong>MICOP</strong></em> (Mixteco/IndÃ­gena Community Organizing Project)Gevirtz Graduate School of Education, UCSB - Amelia Kyratzis at <a href=kyratzis@education.ucsb.edu target=_self>kyratzis@education.ucsb.edu</a></li><li><em><strong>South Coast Writing Project</strong></em> -&nbsp; Gevirtz Graduate School of Education, UCSB - Tim Dewar, Gevirtz Graduate School of Education, UCSB, 93106-9490,&nbsp;x2510, <a href=dewar@education.ucsb.edu target=_self>dewar@education.ucsb.edu</a></li><li><em><strong>Common Core Institute for Elementary Mathematics Educators</strong> </em>- Gevirtz Graduate School of Education, UCSB - Dr. Ograin at&nbsp; <a href=ograin@math.ucsb.edu target=_self>ograin@math.ucsb.edu</a></li><li><em><strong>Re-envisioning Education & the Craft of Teaching & Learning</strong></em>&nbsp;&nbsp; - Gevirtz Graduate School of Education, UCSB -&nbsp; Gopal Krishnamurthy at <a href=klapog@yahoo.com target=_self>klapog@yahoo.com</a></li><li><em><strong>Seaweeds of California's Central Coast, UCSB</strong> </em>-&nbsp; Greg Wahlert at <a href=wahlert@ccber.ucsb.edu target=_self>wahlert@ccber.ucsb.edu</a></li><li><em><strong>California Credential secondary science or science teaching experience - Materials Research Laboratory (MRL)</strong></em> - Franklin Kinnaman&nbsp; <a href=frank_kinnaman@ucsb.edu target=_self>frank_kinnaman@ucsb.edu</a></li><li><em><strong>Montessori World Educational Institute</strong></em> - San Luis Obispo,&nbsp; (G000470)Community Action Partnership of San Luis Obispo County (CAPSLO) - Kathleen Marlo at (805) 927-3240 <a href=montessoriworld@charter.net target=_self>montessoriworld@charter.net</a></li><li><em><strong>MOXI - The Wolf Museum of Exploration + Innovation</strong> </em>- Danielle Boyd Harlow, Associate Professor, Science Education; Gevirtz Graduate School of Education, UCSB; <a href=dharlow@education.ucsb.edu target=_self>dharlow@education.ucsb.edu</a></li></ul>"
217525818.html,Requirements for Completing a PCP or PSA,"<h1>Requirements for Completing a PCP or PSA</h1><p>Each Professional and Continuing Education program includes a different set of requirements, which are defined on the <strong>Program Course Schedule</strong> matrix located on each certificate page. All programs have specific course requirements, which include mandatory courses and/or elective course options. The matrix indicates how many total units are required and includes sections of what courses are required and which elective courses you can choose from to meet the program requirements. To earn a professional certificate you must apply and be accepted as a certificate candidate, and you must successfully complete each course requirement. (This typically includes earning a ""C"" or better for each course but please check each individual Program page for details.)</p>"
115004898368.html,Quarterly Email - Grades & Transcripts,"<h1>Quarterly Email - Grades & Transcripts</h1><p class=wysiwyg-text-align-left>Dear International Student,<br> <br>As we near the end of the quarter, I want to take this opportunity to send you some information to help you understand when to expect grades and how to order your Official Transcript.<br> <br><span class=wysiwyg-underline>Grades</span><br>Grades for your courses will be submitted by your instructor(s) within 1-2 weeks after your final class session for each course. Sometimes, instructors inform students of their grades by email or by some other method. However, grades are official only after they are received by our UCSB Professional and Continuing Education (PaCE) offices and recorded and approved into our enrollment system by our Registrar. If, while logged in to your student portal, you see that any one of your courses indicates ""In Progress,"" it means that we have not yet received your grade from the instructor. Grades are provided for courses, not programs, so you will see the words ""In Progress"" next to the name of program; XLRN 832.XX University Immersion Program. <br> <br><span class=wysiwyg-underline>Official Transcripts</span><br>Your final Official Transcript will include all courses enrolled in and completed while here at UCSB PaCE. This will include any courses for which you received a letter ""P"" for Pass. Please visit our Help Center for instructions on <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/216764958>how to purchase and order an Official Transcript</a>. When you get to the point where you select a shipping option, please keep in mind that ""Standard Processing"" is regular postal mail and not track-able. ""International Priority"" is sent using FedEx, mailed next business day and we also provide a tracking number. Caution: Do not create a duplicate student profile. If you cannot login to your student profile or you can log in but do not see any courses, please contact student services at help@professional.ucb.edu. <br> <br><span class=wysiwyg-underline>Unofficial Transcript</span><br>Please visit our Help Center for instructions on <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/216908218-How-can-students-access-their-Open-University-grades->how to get an Unofficial Transcript</a>.<br> <br>Please let us know if you have any questions by sending an email to help@professional.ucsb.edu. <br> <br>I truly hope you enjoyed your experience while here in Santa Barbara and wish you all safe travels and much success in your future endeavors.<br> <br>Kind regards,</p>"
4416107582099.html,Request a change to your I-20,"<h1>Request a change to your I-20</h1><p>Do you need to defer your enrollment? Or, do you need request an update to your current I 20? Please take a moment to let us know the change by <a href=https://forms.gle/7trsWHCYwziEAcRS8 target=_self>completing this form here</a>.</p>"
360042770734.html,Will TESOL courses count toward my academic load?,"<h1>Will TESOL courses count toward my academic load?</h1><p><span style=""font-weight: 400;"">No, PaCE courses are considered Professional Units and don&'t count toward your academic requirements.</span><span style=""font-weight: 400;""></span></p>"
360047574494.html,J-1 Scholar Application Process,"<h1>J-1 Scholar Application Process</h1><p>Welcome to UCSB as a J-1 visitor scholar or executive. Here are the best steps to take for enrollment in your program, and attainment of your visa:<br><br>1. Complete our online application and make sure to include all supplemental documents.<br><br>2. Upon acceptance, you will receive an acceptance email and instructions to enter specific information on your OISS DS-2019 portal.(J-1 applications typically take longer to process.)<br><br>3. Once this is done, we will send your acceptance packet directly to you. This packet will include your original letter of acceptance, instructions and information, and DS-2019. You will need these documents to get your J-1 Visa. <br><br>4. Make a visa appointment at your local U.S. Embassy or Consulate and pay the I-901 SEVIS fee. (The earlier the better!)<br><br>5. Successfully complete your visa interview. <br><br>6. Enjoy sunny Santa Barbara! You can enter the U.S. no earlier than 30 days before your DS-2019 program start date. </p>"
217413737.html,Teacher Credentialing,"<h1>Teacher Credentialing</h1><div class=""content-body article-body""><p>If you have any teacher&nbsp;credentialing questions, contact your local credential advisor office.</p><p><strong><em>Teacher Credential Advisor Offices</em></strong><br>Santa Barbara: (805) 683-4420, x5266<br>Ventura: (805) 383-1935<br>San Luis Obispo: (805) 543-7732, x232<br>Kern County: (661) 636-4750<br>California Commission on Teacher Credentialing (CCTC): (916) 445-7254<br><a href=http://www.ctc.ca.gov/ target=_blank>http://www.ctc.ca.gov</a></p></div>"
217357497.html,"How do I transfer, drop, or withdraw from a course?","<h1>How do I transfer, drop, or withdraw from a course?</h1><p>To transfer, drop, or withdraw from a UCSB <strong>professional course,</strong> please see the following article, <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/217413757-Transferring-Courses-Dropping-Courses-and-Withdrawal-Procedures><strong>Transferring Courses, Dropping Courses and Withdrawal Procedures.</strong></a></p><p>To transfer, drop, or withdraw from an <strong>UCSB Academic course,</strong> please see the following article, <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/217419887-Open-University-Dropping-Courses-Withdrawal-Procedures><strong>Open University Dropping Courses/Withdrawal Procedures.</strong></a></p>"
115012497927.html,Open University Roadmap: Technology Management,"<h1>Open University Roadmap: Technology Management</h1><p>If you need to enroll into TMP (Technology Management Program) classes offered through UC Santa Barbara Division of Professional and Continuing Education, follow the instructions below:&nbsp;</p><ol><li>Send an e-mail directly to a TMP academic advisor expressing your interest in specific classes.&nbsp;</li><li>Attend the first day of class and introduce yourself as an Open University student.</li><li>The instructor will sign the form (below) and will direct you to the department for the advisor to sign as well.</li><li>The advisor will sign <strong><a href=https://professional.ucsb.edu/sites/default/files/pdfs/ou/Open_University_Application.pdf rel=""noopener noreferrer"" target=_blank>Open University (OU) Application/Authorization forms</a></strong> and send them directly to the Student Services Office, Kerr Hall 2166.</li><li>You can pick up your signed OU Authorization&nbsp;forms at the Student Services Office.</li></ol>"
360038158294.html,What are the steps to EMT certification?,"<h1>What are the steps to EMT certification?</h1><p>This article is designed to be an overview of how to become a certified EMT.&nbsp; The process will be explained chronologically so that it can be used as a check sheet to become a certified Santa Barbara County EMT.&nbsp;</p><ol><li>Successfully complete authorized EMT course</li></ol><ul><li>Obtain 80% overall in class AND 80% on the final exam.</li><li>Obtain Course Completion Award (CCA) from UCSB.</li></ul><p>&nbsp;</p><ol start=2><li>Register with the National Registry of EMTs at <a href=http://www.nremt.org>nremt.org</a> Obtain your account.&nbsp;</li></ol><ul><li>This can be done at any time however; we recommend you wait until the last four weeks of class.</li><li>EMT course instructor will verify course completion which allows you to take: <ul><li>National Registry Practical Exam- This exam is held at UCSB the weekend after the final exam. While the practical can be taken anywhere, we HIGHLY recommend you take it at UCSB.</li><li>Cognitive Exam- This is a computer based test and it is given through Pearson-Vue Testing Centers(<a href=http://www.vue.com>vue.com</a>) the closest sites are in Santa Maria or Westlake, CA. This exam can be taken before or after the practical exam.</li></ul></li><li>National Registry Certification- Once you complete the cognitive and practical exams, you become nationally registered. This certification does <strong>NOT</strong> allow you work as an EMT. You must become CA State licensed.</li></ul><p>&nbsp;</p><ol start=3><li>Apply for your CA State License through Santa Barbara County Certification</li></ol><ul><li>The State of CA defers to all counties to certify EMTs.</li><li>Santa Barbara County Process: Obtain an application from SB County EMS Agency. <a href=""http://www.countyofsb.org/phd/ems.aspx?id=20620"">http://www.countyofsb.org/phd/ems</a>.&nbsp; Use this website for detailed step-by-step certification process.</li><li>Obtain Live Scan fingerprint analysis (must be done for the EMS agency where you are certifying)</li><li>Turn in application, have picture taken and obtain County certification.</li></ul><p>&nbsp;</p><ol start=4><li>Apply for California Ambulance Certification</li></ol><ul><li>Obtain valid Class B Driver's License.</li><li>Obtain application for Ambulance Driver's Certificate.</li><li>Take written test</li><li>Obtain Live Scan for DMV</li><li>Obtain a medical exam and submit exam results to DMV.</li></ul>"
217364027.html,Activities and Facilities on Campus,"<h1>Activities and Facilities on Campus</h1><p>There is always something fun happening at UCSB. The university offers a variety of culture, entertainment, and sports events weekly (additional fees may be charged). For further information, visit the following pages to keep up with university events:</p><ul><li><a href=https://artsandlectures.sa.ucsb.edu/ target=_blank>Arts & Lectures</a></li><li><a href=http://mcc.sa.ucsb.edu/events target=_blank>Multicultural Center</a></li><li><a href=http://www.theaterdance.ucsb.edu/news target=_blank>Department of Theater and Dance</a></li><li><a href=http://www.music.ucsb.edu/news target=_blank>Department of Music</a></li><li><a href=http://www.ihc.ucsb.edu/upcoming-events target=_blank>Interdisciplinary Humanities Center</a></li><li><a href=http://magiclanternmovies.in/ target=_blank>Magic Lantern Films</a></li><li><a href=http://recreation.sa.ucsb.edu/adventure-programs target=_blank>Adventure Programs</a></li><li><a href=https://recreation.sa.ucsb.edu/ target=_blank>Recreation Department</a></li><li><a href=http://www.ucen.ucsb.edu/the-hub target=_blank>University Center (UCEN), UCEN THE HUB</a></li><li><a href=http://www.library.ucsb.edu/calendar target=_blank>Library Calendar</a></li></ul>"
217433397.html,How do students get their Open University grades included on their official UCSB transcripts?,"<h1>How do students get their Open University grades included on their official UCSB transcripts?</h1><p>To order a UCSB Professional and Continuing Education official transcript, follow the steps in <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/225538227-How-to-order-a-Transcript- rel=noopener target=_blank>How to order a Transcript</a>.</p><p>UCSB Professional and Continuing Education <strong>does not automatically send</strong> Open University grades to the UCSB Office of Admissions. Once the transcript has been ordered and received by the Office of Admissions, official UCSB transcripts will include grades for both Open University and regular session courses.</p><p>When placing your order via Parchment, if you choose to mail a printed copy of your PaCE official transcript to the UCSB Office of Admissions, please use one of these options:</p><p><strong>Newly admitted, current, and returning undergraduate students should mail transcripts to:</strong></p><p><span>UCSB Office of Admissions</span><br><span>1210 Cheadle Hall</span><br><span>Santa Barbara, CA 93106-2014</span></p><p><strong>Current graduate students should mail transcripts to:</strong></p><p>UCSB Graduate Division<br>3117 Cheadle Hall<br>Santa Barbara, CA 93106-2070</p><p><span>When placing your order via Parchment, if you choose to send your PaCE official transcript electronically to the UCSB Office of Admissions, then please send it to: </span><a href=mailto:admissions@sa.ucsb.edu rel=noopener target=_blank>admissions@sa.ucsb.edu</a></p><p>&nbsp;</p><p>&nbsp;</p>"
360034134554.html,Should I take Medical Humanities electives before or after PaCe courses INT X410 and INT X411?,"<h1>Should I take Medical Humanities electives before or after PaCe courses INT X410 and INT X411?</h1><p>Ideally one would take PaCE course INT X410, Introduction to Medical Humanities, before electives. That said, there's no formal sequence in which electives and PaCE courses must be taken.</p>"
223479148.html,UCSB Recreation Center (RecCen),"<h1>UCSB Recreation Center (RecCen)</h1><p>The <a href=http://www.recreation.ucsb.edu/ target=_blank>RecCen</a>&nbsp;at UCSB offers exercise equipment, sport facilities, and pools. You may purchase, at a reduced fee, a UCSB RecCen card.&nbsp;Students must present their Student ID card to receive a RecCen card. No other picture ID can be accepted. Please refer the the <a href=http://recreation.sa.ucsb.edu/facilities/rec-cen/rec-cen-memberships target=_blank>UCSB Recreation Center Memberships page</a> for more information.</p>"
4403441077395.html,How Do I Prove my Residency?,"<h1>How Do I Prove my Residency?</h1><p><span style=""font-weight: 400;"">First, complete the </span><span style=""font-weight: 400;""><a href=""https://enroll.professional.ucsb.edu/portal/applications/applicationProfile.do?method=loadApplicationIndex&applicationProfileId=34295206"" rel=undefined target=_self><strong>GROW Application</strong></a><strong>,</strong> where you will be prompted to upload proof of residency. Possible documentation includes:</span></p><ul><li aria-level=1 style=""font-weight: 400;""><span style=""font-weight: 400;"">Student ID Card from Allan Hancock College</span></li><li aria-level=1 style=""font-weight: 400;""><span style=""font-weight: 400;"">Driver's License (or other government-issued identification documentation)</span></li><li aria-level=1 style=""font-weight: 400;""><span style=""font-weight: 400;"">Utility bill (with official name and current address)</span></li><li aria-level=1 style=""font-weight: 400;""><span style=""font-weight: 400;"">Rental, Lease, or Mortgage bill (Rental/Lease need to be dated and signed)</span></li><li aria-level=1 style=""font-weight: 400;""><span style=""font-weight: 400;"">Voter registration confirmation letter</span></li></ul><p><span style=""font-weight: 400;"">Please note: Once your proof of residency is approved, it is valid indefinitely.</span></p>"
115010301707.html,How do I apply for Optional Practical Training?,"<h1>How do I apply for Optional Practical Training?</h1><p>How to apply for Optional Practical Training (OPT):</p><p>1. You do not need a job offer to apply. However, once you find a qualifying job, you must notify the Immigration Advisor at UCSB International Programs by contacting them at the <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new>Help Center</a>.<br><br>2. The earliest you can apply for OPT is 90 days before your program completion date and no later than 60 days after your program end date as indicated on your I-20.<br><br>3. You must complete UCSB International Program's <a href=""https://na3.docusign.net/Member/PowerFormSigning.aspx?PowerFormId=a1710678-d0f7-4204-8673-b05aec682be9&env=na3&acct=2e84db4c-f219-4004-b422-ea9f6e77d389&v=2"" rel=noopener target=_blank>OPT Form Request</a> first to initiate the OPT request process. UCSB International Program's Immigration Advisor will make a request in the government database for your work authorization. The Advisor will provide you with a new, OPT-notated I-20.<br><br>4. Gather all documents in PDF and supporting materials to submit with the application for employment authorization, which will include the following:</p><ul><li>A copy of I-94 from <a href=https://i94.cbp.dhs.gov/I94/#/home>https://i94.cbp.dhs.gov/I94/#/home</a> (Get most recent I-94)</li><li>A copy of a valid passport (copy of the BIO page)</li><li>A copy of the F1 visa, if applicable (visa page)</li><li>A photocopy of your <strong>OPT-notated I-20</strong> (don't forget to sign it!)</li><li>Photocopies of any previous Employment Authorization Documents (EAD), if applicable</li><li>Two identical photographs (photograph instructions are found on the <a href=https://www.uscis.gov/sites/default/files/document/forms/i-765instr.pdf rel=noopener target=_blank>Form I-765 instructions</a> under <strong>Required Documentation</strong>)</li><li>The $410 filing fee (payable to the <strong>U.S. Department of Homeland Security - </strong>have your credit card ready)</li></ul><p>5. Once the Immigration Advisor sends your I20 with the OPT noted, you must file <a href=https://www.uscis.gov/sites/default/files/document/forms/i-765.pdf rel=noopener target=_blank>Form I-765</a> ""Application for Employment Authorization"" within 30 days from the date on the I20. <span class=wysiwyg-underline>Form will be filled out online, no need to download it as a PDF.</span></p><p>&nbsp;</p><p>6. Go to the <a href=https://myaccount.uscis.gov/users/sign_up target=_self>USCIS website</a> to start your application. Create an account and follow the instructions. Once you complete your profile, choose ""Form I-765 - Application for Employment Authorization"" to be filed. You can upload all the documents online through the USCIS portal.&nbsp;</p><p><br>7. Lastly, final OPT decisions are made completely by the US government. UCSB International Programs is not involved in this process. Please DO NOT leave the U.S. if your OPT is not approved yet.</p><p>&nbsp;</p><p>8. You should also report your status to the <a href=https://sevp.ice.gov/opt/#/login target=_self>SEVP student portal</a>. Students who fail to report or enter their information in the Portal in a timely manner or otherwise fail to comply with their reporting requirements may be deemed to be in violation of their nonimmigrant status.&nbsp;<span class=s1>If you have found work that is related to your studies,&nbsp;you are responsible for reporting your employment to us and explaining, in writing, how the job relates to your major area of study so that the information can be reported in SEVIS or otherwise retained.&nbsp;</span></p><p><br>Feel free to download the <a href=https://ucsb.box.com/s/4v0dbtukyvjji57mpbfprbbbvmnkm3c9 target=_self>Optional Practical Training Guidelines</a> for more details.</p>"
10373254162707.html,How to Login to FOCUS¨ 2,"<h1>How to Login to FOCUS¨ 2</h1><p>&nbsp;</p><p><strong>How to Login:</strong></p><p><span style=""font-weight: 400;"">To begin your journey of self-discovery with FOCUS¨ 2, click the button below to register for a new account with your UCSB email address and the access code 'gaucho'. </span></p><p><span style=""font-weight: 400;"">Once you are logged into your new account, complete the assessments and explore your results!</span></p><p>&nbsp;</p><p><span style=""font-weight: 400;""><a href=""https://www.focus2career.com/Portal/Login.cfm?SID=782"">Login to FOCUS¨&nbsp; 2</a></span></p>"
